"Nom géographique";"Abréviation du nom du genre de région géographique";"Population, 2021";"Population, 2016";"Variation en pourcentage de la population, 2016 à 2021";"Total des logements privés, 2021";"Total des logements privés, 2016";"Variation en pourcentage du total des logements privés, 2016 à 2021";"Logements privés occupés par des résidents habituels, 2021";"Logements privés occupés par des résidents habituels, 2016";"Variation en pourcentage des logements privés occupés par des résidents habituels, 2016 à 2021";"Superficie des terres en kilomètres carrés, 2021";"Densité de population au kilomètre carré, 2021";"Classement national de la population, 2021";"Classement provincial et territorial de la population, 2021"
"Côte-Nord-du-Golfe-du-Saint-Laurent";"MÉ";"787";"856";"-8,1";"430";"442";"-2,7";"361";"361";"0,0";"2 597,05";"0,3";"2 387";"762"
"Gros-Mécatina 3";"MÉ";"356";"451";"-21,1";"243";"269";"-9,7";"182";"215";"-15,3";"742,15";"0,5";"3 323";"1 022"
"Havre-Saint-Pierre";"MÉ";"3 337";"3 460";"-3,6";"1 655";"1 641";"0,9";"1 448";"1 444";"0,3";"2 570,09";"1,3";"964";"251"
"L'Île-d'Anticosti";"MÉ";"177";"218";"-18,8";"134";"186";"-28,0";"97";"122";"-20,5";"7 715,99";"0,0";"3 944";"1 125"
"Lac-Jérôme";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"40 019,70";"0,0";"4 831";"1 194"
"Longue-Pointe-de-Mingan";"MÉ";"408";"434";"-6,0";"257";"229";"12,2";"204";"201";"1,5";"370,03";"1,1";"3 158";"988"
"Mingan";"IRI";"552";"552";"0,0";"165";"164";"0,6";"160";"153";"4,6";"17,24";"32,0";"2 808";"885"
"Natashquan";"MÉ";"262";"263";"-0,4";"156";"158";"-1,3";"121";"129";"-6,2";"667,91";"0,4";"3 637";"1 082"
"Nutashkuan";"IRI";"915";"835";"9,6";"234";"204";"14,7";"228";"199";"14,6";"1,35";"678,5";"2 228";"700"
"Pakuashipi 6";"S-É";"..";"237";"..";"..";"90";"..";"..";"65";"..";"3,87";"..";"..";".."
"Petit-Mécatina";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"35 347,19";"0,0";"4 831";"1 194"
"Rivière-Saint-Jean";"MÉ";"227";"215";"5,6";"169";"151";"11,9";"121";"112";"8,0";"513,36";"0,4";"3 761";"1 103"
"Rivière-au-Tonnerre";"MÉ";"281";"279";"0,7";"326";"302";"7,9";"157";"150";"4,7";"605,14";"0,5";"3 575";"1 078"
"Romaine 2 6";"IRI";"..";"977";"..";"..";"296";"..";"..";"264";"..";"0,84";"..";"..";".."
"Saint-Augustin";"MÉ";"425";"445";"-4,5";"228";"222";"2,7";"198";"198";"0,0";"1 137,68";"0,4";"3 107";"976"
"Mirabel";"V";"61 108";"50 513";"21,0";"25 514";"20 395";"25,1";"24 795";"19 631";"26,3";"484,09";"126,2";"94";"17"
"Saint-Alexis";"MÉ";"1 370";"1 308";"4,7";"581";"564";"3,0";"554";"538";"3,0";"43,01";"31,9";"1 763";"538"
"Saint-Calixte";"MÉ";"6 792";"6 046";"12,3";"3 791";"3 617";"4,8";"3 149";"2 833";"11,2";"142,63";"47,6";"595";"149"
"Saint-Esprit";"MÉ";"2 011";"1 967";"2,2";"933";"872";"7,0";"900";"835";"7,8";"54,19";"37,1";"1 375";"402"
"Saint-Jacques";"MÉ";"4 302";"3 971";"8,3";"1 939";"1 743";"11,2";"1 892";"1 683";"12,4";"67,17";"64,0";"815";"207"
"Saint-Liguori";"MÉ";"2 066";"1 943";"6,3";"901";"847";"6,4";"856";"807";"6,1";"50,88";"40,6";"1 353";"395"
"Saint-Lin--Laurentides";"V";"24 030";"20 786";"15,6";"9 615";"8 376";"14,8";"9 289";"8 083";"14,9";"118,29";"203,2";"184";"48"
"Saint-Roch-Ouest";"MÉ";"262";"266";"-1,5";"99";"109";"-9,2";"95";"105";"-9,5";"20,14";"13,0";"3 637";"1 082"
"Saint-Roch-de-l'Achigan";"MÉ";"5 453";"5 147";"5,9";"2 226";"2 099";"6,1";"2 165";"2 032";"6,5";"80,06";"68,1";"692";"176"
"Sainte-Julienne";"MÉ";"11 173";"9 953";"12,3";"4 930";"4 522";"9,0";"4 573";"4 180";"9,4";"99,42";"112,4";"385";"101"
"Sainte-Marie-Salomé";"MÉ";"1 221";"1 209";"1,0";"542";"546";"-0,7";"516";"512";"0,8";"33,79";"36,1";"1 877";"575"
"Berthier-sur-Mer";"MÉ";"1 744";"1 555";"12,2";"939";"892";"5,3";"789";"699";"12,9";"26,85";"65,0";"1 516";"450"
"Cap-Saint-Ignace";"MÉ";"3 099";"3 089";"0,3";"1 521";"1 495";"1,7";"1 356";"1 319";"2,8";"204,32";"15,2";"1 020";"266"
"Lac-Frontière";"MÉ";"175";"184";"-4,9";"154";"171";"-9,9";"90";"88";"2,3";"49,96";"3,5";"3 954";"1 127"
"Montmagny";"V";"10 999";"11 255";"-2,3";"5 801";"5 651";"2,7";"5 464";"5 281";"3,5";"124,44";"88,4";"396";"104"
"Notre-Dame-du-Rosaire";"MÉ";"371";"392";"-5,4";"242";"258";"-6,2";"200";"201";"-0,5";"164,63";"2,3";"3 277";"1 016"
"Saint-Antoine-de-l'Isle-aux-Grues";"PE";"122";"144";"-15,3";"102";"154";"-33,8";"72";"71";"1,4";"23,97";"5,1";"4 164";"1 145"
"Saint-Fabien-de-Panet";"PE";"945";"954";"-0,9";"611";"612";"-0,2";"462";"445";"3,8";"187,01";"5,1";"2 189";"685"
"Saint-François-de-la-Rivière-du-Sud";"MÉ";"1 580";"1 623";"-2,6";"692";"724";"-4,4";"660";"681";"-3,1";"96,35";"16,4";"1 614";"490"
"Saint-Just-de-Bretenières";"MÉ";"639";"668";"-4,3";"412";"400";"3,0";"345";"339";"1,8";"132,60";"4,8";"2 647";"843"
"Saint-Paul-de-Montminy";"MÉ";"849";"785";"8,2";"520";"503";"3,4";"409";"375";"9,1";"162,77";"5,2";"2 310";"734"
"Saint-Pierre-de-la-Rivière-du-Sud";"PE";"840";"907";"-7,4";"430";"441";"-2,5";"370";"372";"-0,5";"91,05";"9,2";"2 319";"737"
"Sainte-Apolline-de-Patton";"PE";"505";"542";"-6,8";"423";"372";"13,7";"257";"251";"2,4";"256,51";"2,0";"2 933";"922"
"Sainte-Euphémie-sur-Rivière-du-Sud";"MÉ";"338";"320";"5,6";"209";"204";"2,5";"171";"159";"7,5";"92,44";"3,7";"3 390";"1 036"
"Sainte-Lucie-de-Beauregard";"MÉ";"275";"280";"-1,8";"200";"202";"-1,0";"148";"140";"5,7";"82,17";"3,3";"3 597";"1 080"
"Baie-D'Urfé";"V";"3 764";"3 823";"-1,5";"1 375";"1 381";"-0,4";"1 325";"1 334";"-0,7";"6,03";"623,9";"898";"229"
"Beaconsfield";"V";"19 277";"19 324";"-0,2";"6 915";"6 828";"1,3";"6 753";"6 662";"1,4";"11,03";"1 747,5";"239";"63"
"Côte-Saint-Luc";"V";"34 504";"32 448";"6,3";"15 548";"14 376";"8,2";"14 603";"13 490";"8,3";"7,04";"4 903,7";"139";"32"
"Dollard-Des Ormeaux";"V";"48 403";"48 899";"-1,0";"17 763";"17 627";"0,8";"17 383";"17 210";"1,0";"14,98";"3 230,2";"108";"24"
"Dorval";"V";"19 302";"18 980";"1,7";"9 058";"8 818";"2,7";"8 716";"8 392";"3,9";"20,91";"923,0";"238";"62"
"Hampstead";"V";"7 037";"6 973";"0,9";"2 622";"2 623";"0,0";"2 493";"2 473";"0,8";"1,79";"3 922,1";"583";"145"
"Kirkland";"V";"19 413";"20 151";"-3,7";"6 790";"6 779";"0,2";"6 666";"6 682";"-0,2";"9,65";"2 012,0";"236";"61"
"L'Île-Dorval";"V";"30";"5";"500,0";"79";"60";"31,7";"25";"4";"525,0";"0,19";"154,7";"4 592";"1 169"
"Mont-Royal";"V";"20 953";"20 276";"3,3";"8 192";"7 914";"3,5";"7 732";"7 373";"4,9";"7,55";"2 776,7";"216";"55"
"Montréal";"V";"1 762 949";"1 704 694";"3,4";"878 542";"843 872";"4,1";"816 338";"779 802";"4,7";"364,74";"4 833,5";"2";"1"
"Montréal-Est";"V";"4 394";"3 850";"14,1";"2 124";"1 856";"14,4";"2 018";"1 734";"16,4";"12,15";"361,6";"802";"204"
"Montréal-Ouest";"V";"5 115";"5 050";"1,3";"2 031";"1 956";"3,8";"1 943";"1 850";"5,0";"1,37";"3 737,9";"719";"183"
"Pointe-Claire";"V";"33 488";"31 380";"6,7";"13 823";"12 835";"7,7";"13 313";"12 376";"7,6";"18,91";"1 770,9";"143";"33"
"Sainte-Anne-de-Bellevue";"V";"5 027";"4 958";"1,4";"2 304";"2 195";"5,0";"2 108";"1 960";"7,6";"10,46";"480,8";"734";"185"
"Senneville";"VL";"951";"921";"3,3";"377";"375";"0,5";"352";"346";"1,7";"7,45";"127,7";"2 177";"681"
"Westmount";"V";"19 658";"20 312";"-3,2";"9 423";"9 617";"-2,0";"8 591";"8 685";"-1,1";"4,04";"4 860,9";"232";"60"
"Grandes-Piles";"VL";"493";"415";"18,8";"324";"275";"17,8";"258";"209";"23,4";"116,97";"4,2";"2 954";"926"
"Hérouxville";"PE";"1 367";"1 278";"7,0";"685";"654";"4,7";"626";"579";"8,1";"54,72";"25,0";"1 764";"539"
"Lac-Boulé";"NO";"0";"0";"...";"6";"1";"500,0";"2";"1";"100,0";"22,95";"0,0";"4 831";"1 194"
"Lac-Masketsi";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"211,51";"0,0";"4 831";"1 194"
"Lac-Normand";"NO";"29";"5";"480,0";"113";"38";"197,4";"21";"4";"425,0";"2 016,35";"0,0";"4 610";"1 172"
"Lac-aux-Sables";"PE";"1 380";"1 292";"6,8";"1 157";"1 133";"2,1";"744";"666";"11,7";"269,70";"5,1";"1 759";"537"
"Notre-Dame-de-Montauban";"MÉ";"815";"745";"9,4";"731";"745";"-1,9";"443";"398";"11,3";"162,40";"5,0";"2 344";"746"
"Rivière-de-la-Savane";"NO";"41";"0";"...";"223";"86";"159,3";"31";"1";"3 000,0";"1 087,02";"0,0";"4 545";"1 168"
"Saint-Adelphe";"PE";"922";"922";"0,0";"557";"596";"-6,5";"453";"421";"7,6";"137,08";"6,7";"2 217";"696"
"Saint-Roch-de-Mékinac";"PE";"304";"302";"0,7";"295";"293";"0,7";"174";"161";"8,1";"144,52";"2,1";"3 497";"1 055"
"Saint-Séverin";"PE";"812";"846";"-4,0";"396";"409";"-3,2";"365";"370";"-1,4";"61,65";"13,2";"2 350";"750"
"Saint-Tite";"V";"3 672";"3 673";"0,0";"2 271";"2 182";"4,1";"1 915";"1 816";"5,5";"91,10";"40,3";"910";"233"
"Sainte-Thècle";"MÉ";"2 415";"2 484";"-2,8";"1 421";"1 432";"-0,8";"1 182";"1 168";"1,2";"212,48";"11,4";"1 220";"345"
"Trois-Rives";"MÉ";"512";"396";"29,3";"544";"480";"13,3";"288";"219";"31,5";"597,76";"0,9";"2 905";"916"
"Aston-Jonction";"MÉ";"441";"424";"4,0";"180";"174";"3,4";"170";"166";"2,4";"26,20";"16,8";"3 071";"967"
"Baie-du-Febvre";"MÉ";"961";"988";"-2,7";"517";"522";"-1,0";"447";"443";"0,9";"96,78";"9,9";"2 160";"673"
"Grand-Saint-Esprit";"MÉ";"488";"476";"2,5";"214";"207";"3,4";"204";"198";"3,0";"27,22";"17,9";"2 972";"931"
"La Visitation-de-Yamaska";"MÉ";"295";"327";"-9,8";"149";"151";"-1,3";"139";"140";"-0,7";"42,65";"6,9";"3 525";"1 062"
"Nicolet";"V";"8 620";"8 169";"5,5";"3 923";"3 751";"4,6";"3 752";"3 546";"5,8";"96,11";"89,7";"483";"121"
"Odanak 5";"IRI";"481";"449";"7,1";"243";"231";"5,2";"226";"211";"7,1";"5,61";"85,8";"2 986";"939"
"Pierreville 5";"MÉ";"2 104";"2 143";"-1,8";"1 196";"1 184";"1,0";"1 051";"1 012";"3,9";"77,71";"27,1";"1 337";"389"
"Saint-Célestin";"VL";"892";"831";"7,3";"403";"385";"4,7";"382";"363";"5,2";"1,41";"631,4";"2 253";"712"
"Saint-Célestin";"MÉ";"594";"575";"3,3";"260";"254";"2,4";"245";"235";"4,3";"76,99";"7,7";"2 726";"864"
"Saint-Elphège";"PE";"251";"270";"-7,0";"110";"112";"-1,8";"102";"104";"-1,9";"40,53";"6,2";"3 678";"1 089"
"Saint-François-du-Lac";"MÉ";"1 898";"1 965";"-3,4";"1 065";"1 101";"-3,3";"924";"922";"0,2";"63,80";"29,7";"1 422";"417"
"Saint-Léonard-d'Aston";"MÉ";"2 530";"2 331";"8,5";"1 163";"1 075";"8,2";"1 102";"999";"10,3";"82,55";"30,6";"1 183";"332"
"Saint-Wenceslas";"MÉ";"1 167";"1 157";"0,9";"551";"530";"4,0";"499";"485";"2,9";"79,57";"14,7";"1 930";"592"
"Saint-Zéphirin-de-Courval";"PE";"707";"700";"1,0";"310";"315";"-1,6";"291";"285";"2,1";"71,94";"9,8";"2 507";"798"
"Sainte-Eulalie";"MÉ";"984";"894";"10,1";"448";"425";"5,4";"416";"382";"8,9";"86,30";"11,4";"2 128";"667"
"Sainte-Monique";"MÉ";"519";"501";"3,6";"232";"228";"1,8";"218";"211";"3,3";"58,10";"8,9";"2 890";"909"
"Sainte-Perpétue";"PE";"916";"959";"-4,5";"407";"400";"1,8";"384";"383";"0,3";"71,51";"12,8";"2 227";"699"
"Akulivik";"VN";"642";"633";"1,4";"204";"187";"9,1";"181";"155";"16,8";"75,02";"8,6";"2 641";"840"
"Akulivik";"TI";"0";"0";"...";"0";"0";"...";"0";"0";"...";"433,92";"0,0";"4 831";"1 194"
"Aupaluk";"VN";"233";"209";"11,5";"77";"75";"2,7";"70";"59";"18,6";"28,68";"8,1";"3 735";"1 098"
"Aupaluk";"TI";"0";"0";"...";"0";"0";"...";"0";"0";"...";"525,88";"0,0";"4 831";"1 194"
"Baie-d'Hudson";"NO";"5";"0";"...";"3";"0";"...";"3";"0";"...";"120 831,34";"0,0";"4 760";"1 187"
"Chapais";"V";"1 468";"1 499";"-2,1";"711";"749";"-5,1";"648";"666";"-2,7";"62,31";"23,6";"1 686";"511"
"Chibougamau";"V";"7 233";"7 504";"-3,6";"3 557";"3 538";"0,5";"3 190";"3 256";"-2,0";"694,87";"10,4";"571";"142"
"Chisasibi";"VC";"0";"0";"...";"0";"0";"...";"0";"0";"...";"480,29";"0,0";"4 831";"1 194"
"Chisasibi";"TC";"4 985";"4 872";"2,3";"1 281";"1 177";"8,8";"1 056";"1 002";"5,4";"825,11";"6,0";"740";"188"
"Eastmain";"VC";"0";"0";"...";"0";"0";"...";"0";"0";"...";"317,72";"0,0";"4 831";"1 194"
"Eastmain";"TC";"924";"866";"6,7";"280";"266";"5,3";"223";"201";"10,9";"148,99";"6,2";"2 215";"695"
"Eeyou Istchee Baie-James 5";"GR";"2 638";"1 579";"67,1";"1 331";"898";"48,2";"906";"554";"63,5";"283 123,42";"0,0";"1 146";"317"
"Inukjuak";"VN";"1 821";"1 757";"3,6";"588";"511";"15,1";"481";"439";"9,6";"54,92";"33,2";"1 458";"427"
"Inukjuak";"TI";"0";"0";"...";"0";"0";"...";"0";"0";"...";"420,69";"0,0";"4 831";"1 194"
"Ivujivik";"VN";"412";"414";"-0,5";"136";"116";"17,2";"123";"97";"26,8";"35,15";"11,7";"3 140";"983"
"Ivujivik";"TI";"0";"0";"...";"0";"0";"...";"0";"0";"...";"438,05";"0,0";"4 831";"1 194"
"Kangiqsualujjuaq";"VN";"956";"942";"1,5";"270";"218";"23,9";"247";"200";"23,5";"34,33";"27,9";"2 170";"678"
"Kangiqsualujjuaq";"TI";"0";"0";"...";"0";"0";"...";"0";"0";"...";"530,48";"0,0";"4 831";"1 194"
"Kangiqsujuaq";"VN";"837";"750";"11,6";"321";"240";"33,8";"297";"217";"36,9";"12,41";"67,5";"2 321";"738"
"Kangiqsujuaq";"TI";"0";"0";"...";"0";"0";"...";"0";"0";"...";"561,33";"0,0";"4 831";"1 194"
"Kangirsuk";"VN";"561";"567";"-1,1";"197";"185";"6,5";"170";"166";"2,4";"57,15";"9,8";"2 793";"881"
"Kangirsuk";"TI";"0";"0";"...";"0";"0";"...";"0";"0";"...";"512,43";"0,0";"4 831";"1 194"
"Kawawachikamach";"VK";"0";"0";"...";"0";"0";"...";"0";"0";"...";"234,80";"0,0";"4 831";"1 194"
"Kuujjuaq";"VN";"2 668";"2 754";"-3,1";"1 253";"1 119";"12,0";"973";"973";"0,0";"289,97";"9,2";"1 137";"313"
"Kuujjuaq";"TI";"0";"0";"...";"0";"0";"...";"0";"0";"...";"315,46";"0,0";"4 831";"1 194"
"Kuujjuarapik 5";"VN";"792";"654";"21,1";"267";"272";"-1,8";"249";"217";"14,7";"7,45";"106,3";"2 379";"758"
"Kuujjuarapik";"TI";"0";"0";"...";"0";"0";"...";"0";"0";"...";"289,92";"0,0";"4 831";"1 194"
"Lebel-sur-Quévillon";"V";"2 091";"2 187";"-4,4";"1 161";"1 155";"0,5";"942";"940";"0,2";"44,41";"47,1";"1 346";"392"
"Matagami";"V";"1 402";"1 453";"-3,5";"736";"712";"3,4";"617";"618";"-0,2";"75,12";"18,7";"1 737";"527"
"Mistissini";"VC";"10";"0";"...";"3";"0";"...";"3";"0";"...";"488,03";"0,0";"4 722";"1 179"
"Mistissini";"TC";"3 731";"3 523";"5,9";"1 210";"1 068";"13,3";"1 019";"907";"12,3";"807,75";"4,6";"904";"231"
"Nemaska";"VC";"0";"0";"...";"0";"0";"...";"0";"0";"...";"47,89";"0,0";"4 831";"1 194"
"Nemaska";"TC";"832";"760";"9,5";"291";"260";"11,9";"221";"208";"6,3";"98,42";"8,5";"2 328";"742"
"Oujé-Bougoumou 5";"TC";"797";"747";"6,7";"277";"302";"-8,3";"218";"209";"4,3";"96,22";"8,3";"2 376";"756"
"Puvirnituq";"VN";"2 129";"1 779";"19,7";"697";"628";"11,0";"547";"450";"21,6";"81,61";"26,1";"1 331";"388"
"Quaqtaq";"VN";"453";"403";"12,4";"173";"137";"26,3";"144";"131";"9,9";"25,82";"17,5";"3 039";"955"
"Quaqtaq";"TI";"0";"0";"...";"0";"0";"...";"0";"0";"...";"503,65";"0,0";"4 831";"1 194"
"Rivière-Koksoak";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"290 009,61";"0,0";"4 831";"1 194"
"Salluit";"VN";"1 580";"1 483";"6,5";"473";"381";"24,1";"426";"322";"32,3";"15,08";"104,8";"1 614";"490"
"Salluit";"TI";"0";"0";"...";"0";"0";"...";"0";"0";"...";"591,68";"0,0";"4 831";"1 194"
"Tasiujaq";"VN";"420";"369";"13,8";"120";"91";"31,9";"106";"88";"20,5";"65,53";"6,4";"3 113";"978"
"Tasiujaq";"TI";"0";"0";"...";"0";"0";"...";"0";"0";"...";"492,69";"0,0";"4 831";"1 194"
"Umiujaq";"VN";"541";"442";"22,4";"178";"121";"47,1";"168";"103";"63,1";"28,38";"19,1";"2 842";"895"
"Umiujaq";"TI";"0";"0";"...";"0";"0";"...";"0";"0";"...";"253,95";"0,0";"4 831";"1 194"
"Waskaganish";"VC";"0";"0";"...";"0";"0";"...";"0";"0";"...";"274,22";"0,0";"4 831";"1 194"
"Waskaganish";"TC";"2 536";"2 196";"15,5";"626";"579";"8,1";"563";"504";"11,7";"496,99";"5,1";"1 179";"330"
"Waswanipi";"VC";"0";"0";"...";"0";"0";"...";"0";"0";"...";"213,35";"0,0";"4 831";"1 194"
"Waswanipi";"TC";"459";"1 759";"-73,9";"160";"524";"-69,5";"127";"415";"-69,4";"385,83";"1,2";"3 025";"949"
"Wemindji";"VC";"0";"0";"...";"0";"0";"...";"0";"0";"...";"169,12";"0,0";"4 831";"1 194"
"Wemindji";"TC";"1 562";"1 444";"8,2";"493";"422";"16,8";"397";"355";"11,8";"387,37";"4,0";"1 629";"495"
"Whapmagoostui";"VC";"0";"0";"...";"0";"0";"...";"0";"0";"...";"120,86";"0,0";"4 831";"1 194"
"Whapmagoostui 5";"TC";"1 022";"1 016";"0,6";"251";"248";"1,2";"228";"221";"3,2";"190,83";"5,4";"2 086";"655"
"Boileau";"MÉ";"405";"335";"20,9";"406";"407";"-0,2";"199";"167";"19,2";"134,08";"3,0";"3 162";"989"
"Bowman";"MÉ";"667";"658";"1,4";"546";"546";"0,0";"335";"312";"7,4";"126,40";"5,3";"2 594";"826"
"Chénéville";"MÉ";"848";"764";"11,0";"500";"502";"-0,4";"412";"380";"8,4";"65,83";"12,9";"2 313";"735"
"Duhamel";"MÉ";"569";"430";"32,3";"972";"1 001";"-2,9";"345";"233";"48,1";"427,32";"1,3";"2 778";"877"
"Fassett";"MÉ";"453";"431";"5,1";"280";"281";"-0,4";"237";"225";"5,3";"12,52";"36,2";"3 039";"955"
"Lac-Simon";"MÉ";"1 057";"944";"12,0";"1 304";"1 373";"-5,0";"554";"474";"16,9";"95,65";"11,1";"2 045";"637"
"Lac-des-Plages";"MÉ";"548";"431";"27,1";"696";"704";"-1,1";"317";"221";"43,4";"150,95";"3,6";"2 817";"887"
"Lochaber";"CT";"446";"415";"7,5";"194";"183";"6,0";"176";"162";"8,6";"62,14";"7,2";"3 056";"960"
"Lochaber-Partie-Ouest";"CT";"926";"856";"8,2";"358";"339";"5,6";"336";"324";"3,7";"57,39";"16,1";"2 210";"693"
"Mayo";"MÉ";"704";"601";"17,1";"395";"403";"-2,0";"297";"259";"14,7";"72,51";"9,7";"2 513";"800"
"Montebello";"MÉ";"934";"983";"-5,0";"517";"505";"2,4";"459";"454";"1,1";"8,60";"108,7";"2 202";"690"
"Montpellier";"MÉ";"1 112";"985";"12,9";"954";"896";"6,5";"589";"495";"19,0";"246,12";"4,5";"1 985";"612"
"Mulgrave-et-Derry";"MÉ";"461";"369";"24,9";"476";"396";"20,2";"229";"175";"30,9";"289,52";"1,6";"3 021";"947"
"Namur";"MÉ";"633";"572";"10,7";"381";"389";"-2,1";"295";"267";"10,5";"56,17";"11,3";"2 656";"847"
"Notre-Dame-de-Bonsecours";"MÉ";"285";"301";"-5,3";"166";"202";"-17,8";"134";"141";"-5,0";"258,36";"1,1";"3 556";"1 073"
"Notre-Dame-de-la-Paix";"MÉ";"675";"648";"4,2";"407";"414";"-1,7";"301";"286";"5,2";"105,96";"6,4";"2 574";"820"
"Papineauville";"MÉ";"2 153";"2 101";"2,5";"1 101";"1 086";"1,4";"1 019";"965";"5,6";"61,13";"35,2";"1 319";"382"
"Plaisance";"MÉ";"1 129";"1 088";"3,8";"553";"537";"3,0";"502";"475";"5,7";"36,21";"31,2";"1 968";"607"
"Ripon";"MÉ";"1 735";"1 542";"12,5";"1 009";"1 017";"-0,8";"791";"705";"12,2";"129,93";"13,4";"1 522";"455"
"Saint-André-Avellin";"MÉ";"3 562";"3 749";"-5,0";"1 862";"1 893";"-1,6";"1 616";"1 588";"1,8";"137,34";"25,9";"923";"237"
"Saint-Sixte";"MÉ";"490";"469";"4,5";"219";"227";"-3,5";"202";"190";"6,3";"84,34";"5,8";"2 964";"929"
"Saint-Émile-de-Suffolk";"MÉ";"512";"477";"7,3";"416";"433";"-3,9";"243";"223";"9,0";"55,68";"9,2";"2 905";"916"
"Thurso";"V";"3 084";"2 818";"9,4";"1 510";"1 308";"15,4";"1 421";"1 228";"15,7";"6,65";"463,8";"1 025";"268"
"Val-des-Bois";"MÉ";"920";"865";"6,4";"837";"851";"-1,6";"495";"452";"9,5";"222,67";"4,1";"2 220";"697"
"Massueville";"VL";"547";"529";"3,4";"261";"266";"-1,9";"249";"236";"5,5";"1,55";"353,0";"2 822";"888"
"Saint-Aimé";"MÉ";"405";"461";"-12,1";"184";"210";"-12,4";"177";"192";"-7,8";"60,53";"6,7";"3 162";"989"
"Saint-David";"MÉ";"872";"817";"6,7";"398";"389";"2,3";"379";"356";"6,5";"92,97";"9,4";"2 278";"720"
"Saint-Gérard-Majella";"PE";"240";"242";"-0,8";"105";"100";"5,0";"103";"97";"6,2";"38,32";"6,3";"3 720";"1 096"
"Saint-Joseph-de-Sorel";"V";"1 581";"1 642";"-3,7";"917";"931";"-1,5";"861";"861";"0,0";"1,36";"1 164,5";"1 610";"488"
"Saint-Ours";"V";"1 723";"1 669";"3,2";"858";"871";"-1,5";"797";"784";"1,7";"59,23";"29,1";"1 530";"461"
"Saint-Robert";"MÉ";"1 813";"1 803";"0,6";"802";"798";"0,5";"786";"768";"2,3";"64,97";"27,9";"1 467";"432"
"Saint-Roch-de-Richelieu";"MÉ";"2 573";"2 188";"17,6";"1 172";"997";"17,6";"1 125";"944";"19,2";"34,44";"74,7";"1 167";"325"
"Sainte-Anne-de-Sorel";"MÉ";"2 731";"2 771";"-1,4";"1 350";"1 430";"-5,6";"1 267";"1 206";"5,1";"36,41";"75,0";"1 122";"306"
"Sainte-Victoire-de-Sorel";"MÉ";"2 457";"2 461";"-0,2";"1 157";"1 127";"2,7";"1 112";"1 066";"4,3";"75,26";"32,6";"1 211";"342"
"Sorel-Tracy";"V";"35 165";"34 755";"1,2";"17 749";"17 368";"2,2";"17 069";"16 524";"3,3";"57,28";"614,0";"137";"31"
"Yamaska";"MÉ";"1 736";"1 687";"2,9";"932";"938";"-0,6";"799";"759";"5,3";"72,82";"23,8";"1 521";"454"
"Alleyn-et-Cawood";"MÉ";"229";"172";"33,1";"303";"281";"7,8";"126";"99";"27,3";"308,91";"0,7";"3 753";"1 102"
"Bristol";"MÉ";"1 199";"1 036";"15,7";"1 020";"1 013";"0,7";"547";"447";"22,4";"206,19";"5,8";"1 898";"579"
"Bryson";"MÉ";"646";"697";"-7,3";"302";"357";"-15,4";"284";"311";"-8,7";"3,58";"180,4";"2 631";"837"
"Campbell's Bay";"MÉ";"705";"744";"-5,2";"354";"349";"1,4";"314";"314";"0,0";"3,42";"206,0";"2 511";"799"
"Chichester 3";"CT";"350";"348";"0,6";"247";"243";"1,6";"165";"155";"6,5";"218,74";"1,6";"3 347";"1 026"
"Clarendon";"MÉ";"1 392";"1 256";"10,8";"968";"924";"4,8";"615";"558";"10,2";"330,46";"4,2";"1 746";"529"
"Fort-Coulonge";"VL";"1 312";"1 433";"-8,4";"605";"644";"-6,1";"574";"608";"-5,6";"2,96";"443,9";"1 804";"559"
"L'Isle-aux-Allumettes";"MÉ";"1 382";"1 334";"3,6";"1 124";"1 126";"-0,2";"621";"578";"7,4";"185,94";"7,4";"1 757";"536"
"L'Île-du-Grand-Calumet";"MÉ";"648";"626";"3,5";"437";"457";"-4,4";"321";"316";"1,6";"130,55";"5,0";"2 621";"836"
"Lac-Nilgaut";"NO";"5";"5";"0,0";"0";"0";"...";"0";"0";"...";"8 966,53";"0,0";"4 760";"1 187"
"Litchfield";"MÉ";"500";"459";"8,9";"417";"449";"-7,1";"229";"182";"25,8";"198,57";"2,5";"2 942";"924"
"Mansfield-et-Pontefract";"MÉ";"2 250";"2 285";"-1,5";"1 074";"1 113";"-3,5";"883";"883";"0,0";"466,61";"4,8";"1 279";"371"
"Otter Lake";"MÉ";"1 041";"932";"11,7";"1 134";"1 068";"6,2";"520";"430";"20,9";"454,70";"2,3";"2 062";"644"
"Portage-du-Fort";"VL";"232";"234";"-0,9";"146";"150";"-2,7";"110";"110";"0,0";"4,22";"55,0";"3 741";"1 100"
"Rapides-des-Joachims";"MÉ";"141";"156";"-9,6";"117";"124";"-5,6";"78";"76";"2,6";"238,90";"0,6";"4 093";"1 142"
"Shawville";"MÉ";"1 668";"1 587";"5,1";"807";"735";"9,8";"750";"689";"8,9";"5,38";"310,1";"1 557";"473"
"Sheenboro 3";"MÉ";"149";"130";"14,6";"197";"273";"-27,8";"76";"64";"18,8";"565,43";"0,3";"4 060";"1 138"
"Thorne";"MÉ";"528";"448";"17,9";"659";"692";"-4,8";"277";"222";"24,8";"173,09";"3,1";"2 875";"904"
